text,Tag1
Credential Caching Fail on SVN 1.5.2,3
Code coverage for PL/SQL,2
Unit testing for PL/SQL,2
Wordpress Site Monitoring software / service,1
CruiseControl.net : Using SvnLabeller / SvnRevisionLabeller,3
How do I resolve a merge conflict with SVN properties?,3
SQL Developer error,2
TSVNCache.exe is heating up my Mac,3
Subversion - is trunk really the best place for the main development?,3
How should I store a Guid in Oracle,2
How do you get Excel to refresh data on sheet from within VBA?,5
How do I put a File (Excel) online (Apache Server) with Password Protection but with the Option for Users to alter the File and save the changes?,5
How do you remove subversion control for a folder?,3
Microsoft Excel mangles Diacritics in .csv files?,5
Handling exceptions raised during method called via NSObject's performSelectorOnMainThread:withObject:waitUntilDone:,8
Extending chart functionality in SSRS,7
How do you use git svn?,3
How do I configure visual studio to use the code view as the default view for Webservices?,7
"Using Mercurial, is there an easy way to diff my working copy with the tip file in the default remote repository",3
Mask redirect to temporary domain with mod_rewrite,4
unwanted leading blank space on oracle number format,2
in-house projects: to stable release or not?,3
How do you setup a shared Working Copy in Subversion,3
When using cvs2svn how can you rename symbols such that a branch and tag resolve to the same name?,3
Getting specific revision via http with VisualSVN Server,3
"In Matlab, how do I change the background color of a subplot?",6
How to trunc a date to seconds in Oracle,2
Project dependencies across multiple Visual Studio versions,7
Tool for translation of Oracle PL/SQL into Postgresql PL/pgSQL,2
What is the best way to separate UI (designer/editor) logic from the Package framework (like Visual Studio Package),7
Best practices: .NET: How to return PK against an oracle database?,2
How can I send an HTTP POST request to a server from Excel using VBA?,5
What to do when 'svn cleanup' fails?,3
DLL versions and Visual Studio attach to process,7
Check out from a remote SVN repository TO a remote location?,3
How do I create a custom directive for Apache Velocity,4
How to find oracle error codes that could result from a connection error?,2
Oracle ROWNUM,2
subversion diff including new files,3
How do I sort my code in Visual Studio 2008?,7
Visual Studio Debugger + Break when a value changes?,7
Is there a way to keep Visual Studio from modifying the solution file after every test run?,7
"""Authorization failed"" with SVN 1.5.2 on OS X",3
What svn command would list all the files modified on a branch?,3
Apache mod_rewrite to catch XML requests,4
Oracle considers empty strings to be NULL while SQL Server does not - How is this best handled?,2
How do I get svn:ignore to work properly?,3
How can I maintain history of a file that is moved to a directory overwriting a file of the same name,3
Visual Studio 2005: All projects in solution explorer expanded on first opening of solution,7
"Visual Studio 2008: make ctrl-k, ctrl-n (next bookmark) stay within the same file",7
Ora 12154 error,2
Prevent Legacy Function Calls In VB.NET,7
How do I ignore a directory in mod_rewrite?,4
How do I create an Excel chart that pulls data from multiple sheets?,5
Is there a way to get types/names of an unknown db query without executing it?,2
Where is the Attic in Subversion?,3
Creating Project Fails in Visual Studio 2005 and VS2008,7
CSV file.  Excel is automatically converting my text to a date.  Bad Excel.,5
How to disable Oracle XE component which is listening on 8080?,2
"Apache configuration help -- Why are different processes ""in"" different time zones?",4
C# structural highlighting in Visual Studio 2008,7
How to convert a DB2 date-time string into an Excel Date,5
Oracle instant client with OraOLE DB provider?,2
.Net Localization problem,5
obtain current svn revision in webapp,3
What is Microsoft's official stance on using WCF with Visual Studio 2005?,7
detect svn changes in a .bat,3
How do I find the version of Apache running without access to the command line?,4
How do you manage .vcproj files in souce control which are changed by multiple developers?,7
How did you choose your Visual Studio productivity addon?,7
Best practice for creating subversion repositories?,3
Any clever way to launch a makefile in Visual Studio only if build succeeded?,7
Subversion and revision engineering - what are the best web resources to read about?,3
Oracle merge constants into single table,2
Visual Studio database project designers,7
Any problems with SVN merge on a multi column ( tab delimited ) text file?,3
Very slow response for Visual Studio 2005 Web Site Administration Tool,7
How do I show an embedded excel file in a WebPage?,5
Eclipse's Crtl+click in Visual Stdio?,7
Visual Studio Memory Usage,7
Why does subversion chown/recreate files on checkin?,3
"How do I disable the ""smart insert"" function that is bound to the Tab key in the Visual Studio emacs mode?",7
Excel detect inactivity,5
Objective-C Tidy,8
What's the best .NET library for parsing and generating Excel spreadsheets?,5
To host or not to host?,3
Is there a way to maximise the current tab in Visual Studio?,7
Is  SVNAutoversioning directive in apache subversion imporant?,4
Apache Webserver security and optimization tips,4
Programming on the Asus EEE Pc in Visual Studio,7
Excel 2003 XML format - AutoFitWidth not working,5
How to find and tail the Oracle alert log,2
"when updating a whole project's root, how to exclude svn externals from being updated?",3
"Avoiding, finding and removing memory leaks in Cocoa",8
How to remove paths from tabs in Visual Studio 2008?,7
Setup multi languages wordpress,1
How to tell if the user's using 24 hour time using Cocoa,8
Oracle Cursor Issue,2
Apache: Multiple log files?,4
How do I get a list of files that have been added to the SVN since a certain date?,3
Apache uses excessive CPU,4
Is SVN 1.5 Merge-tracking ready for prime-time?,3
How do I use the new SVN merge-tracking?,3
Oracle APEX access,2
"Visual Studio: Is there a ""move class to different namespace"" refactoring?",7
Using VS 2005 to design abstract forms,7
How to automate converting Excel xsl files to Excel xml fromat?,5
Can you add documents and spreadsheets to a Visual Studio Project?,7
RowNum vs Row_Number,2
Best way to keep config files under SVN ?,3
SVN URL Format,3
using subversion with a really really big site,3
SVN checkout or export for production environment?,3
How do I slice an array in Excel VBA?,5
Synchronizing SVN repo from local to server?,3
Why does TortoiseSVN (1.5.3) try to merge 1-Head when I pull from trunk?,3
How do you version your database schema?,3
What do you recommend for setting up a shared server with php,4
What is the best way to create help documentation for an Excel VBA solution?,5
Converting OOo macros to Excel macros,5
How to use a function-based index on a column that contains NULLs in Oracle 10+?,2
What do you do about references when unloading a project in Visual Studio?,7
How do you uninstall Visual Studio SP1 w/ .Net 3.5 SP1?,7
'CONTINUE' keyword in Oracle 10g PL/SQL,2
Unable to start debug in Visual Studio 2005,7
What is the best way to solve an Objective-C namepsace collision?,8
What happens if I don't use the --Reintegrate option in Subversion 1.5?,3
Where does the Toolbar Metadata live in Visual Studio on the Filesystem,7
How can I connect to an Oracle database as SYS using an ADO connection string?,2
"Visual Studio 2008 Design Surface Error: ""The operation could not be completed. Invalid formatetc structure.""",7
Bulk Row Transfer between Oracle Databases with a Select Filter,2
Best solution for migration from Oracle Forms 6i to the web?,2
What is matlab good for? Why is it so used by universities? When is it better than python?,6
Which Visual Studio debugger features are missing from WinDbg?,7
Visual Studio Express any good ?,7
What is the single best resource for learning the visual studio tools?,7
Any free alternative to VisualStudio?,7
What is the default URL for APEX for an Oracle XE installation?,2
Oracle error,2
Is there a better way to find midnight tomorrow?,8
apache + lighttpd front-proxy concept,4
How do you change Visual Studio's default web browser? (not .aspx),7
How do I use oracle.jdbc.driver.OracleLog to debug Oracle 10g database connection failures?,2
[Best Practise] Visual Studio Solution Structure for multiple deployable projects,7
How to constrain a database table so only one row can have a particular value in a column?,2
"How to write an automatic ""copy, check-out, change and check-in""-skript for svn",3
Protect Excel Worksheet for format and size and allow only for entry,5
How to disable all apache virtual hosts?,4
How to change the height of an NSProgressIndicator?,8
Why does Visual Studio take so long to delete a file,7
What do the letter codes in Oracle user_contraints table's constraint_type column stand for?,2
Free oracle development tools.,2
VS 2k8 Doesn't Release File Handle After Debugging Stops: Unable to copy file X to output directory because it is being used by another process.,7
Why doesn't Visual Studio always render my page correctly when debugging locally?,7
NSAutoreleasePool in NSOperation main?,8
Which Eclipse Subversion plugin should I use?,3
Optimizations for a Write heavy Oracle application?,2
How to scale a UIImageView proportionally ?,8
Apache: Caching a DEFLATE'd file.,4
What project files shouldn't be checked into SVN,3
Visual Studio 6 Processor Pack compatibility,7
What is the size limit for a varchar2 procedure argument in Oracle 10g ?,2
